VSL_ID,VSL_NAME,VSL_MMSI,VSL_IMO,CALL_SIGN,SHIP_TYPE,VSL_LENGTH,VSL_WIDTH,DIMENSIONS_A,DIMENSIONS_B,DIMENSIONS_C,DIMENSIONS_D,GROSS_TONNAGE
5f53902f-f3f3-3fbc-aca3-83d08750eb6e,HE JIN,413455660,9138252,BOYA3,CONTAINER,168.0,27.0,153.0,15.0,15.0,12.0,15906
5f608a5c-8f5b-3e97-9a6c-9898c1997a10,PUSAN C,209251000,9307229,C4NK2,CONTAINER,337.0,46.0,260.0,77.0,17.0,29.0,108069
5f80b133-947f-334e-85f0-bee3f53c2774,WAN HAI 515,566828000,9457646,9V7581,CONTAINER,259.0,37.0,197.0,62.0,26.0,11.0,47309
5f917cb1-f0d1-32a8-80b3-e8ea671e0509,STARSHIP TAURUS,538007311,9792498,V7IQ4,CONTAINER,172.0,27.0,129.0,43.0,20.0,7.0,18064
5fbfb763-4300-3546-8147-b1a5f82b31de,EVER LOVELY,563033000,9629110,9V9793,CONTAINER,335.0,46.0,229.0,106.0,33.0,13.0,99946
5fca396d-9b09-3653-b1a0-e70b9a7f4c6a,OSAKA VOYAGER,440273000,9329576,D7AA,CONTAINER,129.0,20.0,117.0,12.0,10.0,10.0,7464
6048bab0-eecf-3fb5-b4ad-777f5b6cf2f3,ASL BAUHINIA,477856700,9935868,VRUZ4,CONTAINER,172.0,28.0,132.0,40.0,18.0,10.0,18526
606e6544-a188-3060-8d9e-0cfefe6c8c5f,EPONYMA,311000725,9808039,C6DN4,CONTAINER,142.0,23.0,118.0,24.0,13.0,10.0,9587
608e9870-3104-3b32-a6c2-b80f6c510421,KOTA TAMPAN,563955000,9281346,9VIB6,CONTAINER,133.0,20.0,111.0,22.0,14.0,6.0,7725
60a524cd-2156-3aca-8426-33e2a6007e33,RIO MADEIRA,563051600,9348106,9VJZ6,CONTAINER,286.0,40.0,227.0,59.0,15.0,25.0,73899
60eca882-2588-3499-b6b7-6774ac03e48b,ONE AMAZON,477842200,9937323,VRUN4,CONTAINER,330.0,48.0,109.0,221.0,30.0,18.0,114643
615046a4-ea69-377a-b3a9-f9927165f9e4,JIFA BOHAI,412206240,9385752.0,BPMX9,GENERAL_CARGO,117.0,20.0,95.0,22.0,13.0,7.0,5272.0
61564e39-a77b-3344-87d1-1a6b9ea8e5e7,TONSBERG,636020348,9216999,A8HL5,CONTAINER,275.0,40.0,180.0,95.0,10.0,30.0,65059
6185f7e2-6b46-3bca-88d7-8cfa43958b75,EVER LEADING,235093619,9595462,2FRK8,CONTAINER,335.0,46.0,232.0,103.0,15.0,31.0,98882
61a08be1-b27d-3406-a1b5-bffd8b723800,SOFIA I,636017515,9426805,A8VA4,CONTAINER,294.0,32.0,221.0,73.0,23.0,9.0,54182
620c213e-e9ac-3a75-b1f4-db9fd2105f08,XIN RI ZHAO,413148000,9312561,BPBU,CONTAINER,263.0,32.0,193.0,70.0,27.0,5.0,41482
6210c7db-5edc-3c09-836d-5b8d50a7b4ac,SINOKOR NIIGATA,441772000,9209908,DSRA2,CONTAINER,119.0,15.0,105.0,14.0,6.0,9.0,6543
6229cd85-5e0c-33d8-9acf-4ddfc0850872,APL COLUMBUS,566953000,9597525,9V9920,CONTAINER,328.0,46.0,234.0,94.0,27.0,19.0,109712
622f17a4-9433-3891-a7f4-ccb2e4604f1b,JI FA NAN HAI,413205380,0,BSDE,CONTAINER,152.0,25.0,131.0,21.0,5.0,20.0,9944
62378ed4-ff5e-3448-93b3-ff096750f5a8,SYNERGY KEELUNG,209795000,9450595,5BKF5,CONTAINER,260.0,32.0,191.0,69.0,13.0,19.0,40030
627d80af-4188-34a8-b408-374f5ac8adfa,HEUNGA HOCHIMINH,538006981,9760299,V7TQ9,CONTAINER,172.0,27.0,130.0,42.0,6.0,21.0,17791
628372cf-51a0-34ba-a129-d112e236adf8,HISTORY ELIZABETH,636014965,9454357,A8XS9,CONTAINER,175.0,27.0,156.0,19.0,9.0,18.0,18321
62b86800-1c6e-3285-b40c-14d2e82a84e4,ZIM ROTTERDAM,636014222,9398450,A8SI8,CONTAINER,349.0,46.0,259.0,90.0,14.0,32.0,114044
62bb2f8f-2a55-3b05-be16-89a0727120c2,SAN PEDRO,229657000,9625281,9HA3492,CONTAINER,172.0,27.0,153.0,19.0,21.0,6.0,16880
631a8fd1-744a-39a8-8b0c-a32d408f0c04,YM MANDATE,636014557,9438523,A8UU7,CONTAINER,299.0,40.0,226.0,73.0,25.0,15.0,73675
637504ae-77e3-39a7-baef-9ffd42d941da,RONGJING05,413900953,0.0,HH,GENERAL_CARGO,49.0,15.0,4.0,45.0,10.0,5.0,
6396db77-6dcf-3244-867f-4d6876616244,MARTINIQUE,636091232,9314985,A8KY3,CONTAINER,222.0,30.0,175.0,47.0,20.0,10.0,28927
63f3e8f2-1284-306c-ba36-d2e676ac30e6,WAN HAI 290,563139600,9871373,9V6509,CONTAINER,175.0,29.0,131.0,44.0,11.0,18.0,20847
63f5ecbe-1275-3df9-a528-3103b372f7a8,MSC BARI,636092188,9461441,A8YD3,CONTAINER,366.0,51.0,142.0,224.0,28.0,23.0,153115
6463a34f-bc0e-33c4-b7ab-a47b46e2d23a,SITC WEIHAI,477537100,9322231,VRPU2,CONTAINER,143.0,23.0,120.0,23.0,12.0,11.0,9590
64901ed5-4fb3-3b05-b54d-8dd9665bf03b,INTEGRA,538007386,9730854,V7FW4,CONTAINER,171.0,28.0,130.0,41.0,19.0,9.0,17119
64abb8a0-5cd2-3b1b-ab41-40855aa8a679,HAKATA VOYAGER,441973000,9329588,D7AJ,CONTAINER,129.0,20.0,117.0,12.0,10.0,10.0,7464
64c2be0f-b7c6-3dd8-97d6-47ac077f119c,WIDE HOTEL,538005750,9694593,V7GQ8,CONTAINER,255.0,37.0,194.0,61.0,11.0,26.0,51872
64c59dbc-937b-39eb-b70a-088883e1e9e4,JOSCO DIANA,413281350,9342671,BOQA9,CONTAINER,143.0,23.0,130.0,13.0,15.0,8.0,9590
64f9747e-65d9-37fc-b7f1-672307570acd,MSC TRIESTE,229622000,9484479,9HA3459,CONTAINER,365.0,49.0,140.0,225.0,28.0,21.0,143521
6538a184-b6ea-369c-bdbf-10addb5edbee,MAERSK HAI PHONG,636019700,9858735,D5VS9,CONTAINER,186.0,36.0,167.0,19.0,23.0,13.0,32828
656154e2-3ebc-3a7a-bda6-9fa9f1425ce8,HYUNDAI SUPREME,538007487,9347619,V7QL3,CONTAINER,294.0,32.0,219.0,75.0,20.0,12.0,52581
658b785c-2c64-3a26-8d5d-3eb6ec7f4dd6,SAN LORENZO,212724000,9625293,5BTN4,CONTAINER,172.0,27.0,153.0,19.0,21.0,6.0,16889
65c1c7c8-d356-3d47-af94-ce9e14ef64fc,XIN FU ZHOU,413076000,9304796,BPBE,CONTAINER,280.0,40.0,188,92,22,18,66433
65c864b2-a565-347d-8300-263ab52ae383,WAN HAI 231,565130000,9208150,S6EN9,CONTAINER,191.0,28.0,163,28,20,8,17751
65cb802a-fb34-3820-98d5-e69a7a82f5af,SUNNY LOTUS,373407000,9641156,3FYW7,CONTAINER,146.0,22.0,117,29,16,6,9910
65d14339-8331-3f9a-920c-dd31bb2caacb,MYRIAD,308234000,9344186,DUA3899,CONTAINER,115.0,19.0,109,6,18,1,5550
65e50e83-bf44-3395-9d9a-ffdb281fffec,SM PORTLAND,441403000,9409027,D7WQ,CONTAINER,261.0,32.0,191,70,25,7,40839
65f4bfd7-5c59-3175-a7d9-1d8b2c98e298,MSC FAITH,636019213,9842085,D5TM2,CONTAINER,366.0,48.0,113,253,14,34,113000
66616981-e569-3fe1-8d02-eee8a0a102a5,APL GWANGYANG,566319000,9461879,9V9374,CONTAINER,349.0,46.0,263,86,32,14,113735
6661cd88-b056-3759-b5ac-08c6109d44e8,EVER CORE,351753000,9875070,3FHV8,CONTAINER,171.0,28.0,132,39,8,20,18658
666cafc8-73f1-35b9-82e0-f8e23867a992,STAR RANGER,538009694,9915820,V7A5052,CONTAINER,147.0,24.0,120,27,18,6,9916
6693064b-7e63-3717-87c1-8644d52b69e2,TORRES  STRAIT,636092854,9357523,D5QU4,CONTAINER,175.0,28.0,175,0,0,28,18123
669a19c3-a161-3c5c-ada0-4e441db19cd7,PL GERMANY,370531000,9288394,3FWP7,CONTAINER,280.0,40.0,206,74,15,25,66462
66c3fda1-fcb3-3fb3-b199-bdb3044856c7,EVER BREED,353800000,9784154,H3BV,CONTAINER,211.0,33.0,164,47,21,12,32145
670851a5-e09e-3482-bd7c-20de93fcdc6d,AS PATRIA,255806095,9294525,CQIX5,CONTAINER,210.0,30.0,166,44,22,8,27100
67225a94-e5d2-3d3e-b44e-826b2a1f86df,XIN DA LIAN,413050000,9234331,BPAO,CONTAINER,280.0,41.0,184,96,17,24,66433
676de331-bd84-3158-9d32-bf5bb92096a4,CALANDRA,305538000,9445887,V2QC6,CONTAINER,212.0,33.0,171,41,16,17,35878
677be455-d574-311a-8a85-3607ce0cfae0,STAR SKIPPER,538007548,9448839,V7UJ2,CONTAINER,142.0,22.0,109,33,10,12,9520
685b20da-75b0-31eb-bbdc-8cf0db717546,ONE MANHATTAN,431260000,9689615,7JVP,CONTAINER,366.0,51.0,141,225,33,18,152297
6866d58e-7495-38ef-8753-3241e33c2321,OOCL GENOA,477454900,9613587,VROK9,CONTAINER,335.0,43.0,247,88,26,17,91499
68d16109-3f11-3aad-842e-1618a74586b1,SITC GUANGXI,477588800,9712395,VROF6,CONTAINER,172.0,28.0,130,42,20,8,17119
68d697a6-d595-3e3a-bad8-aba869308a0c,MAERSK SHEERNESS,563001100,9299939,9V5246,CONTAINER,335.0,43.0,244,91,28,15,93511
6909efc9-f9bf-3c9c-965f-08e7688ec0b7,KUO CHANG,416020000,9172313,BIBM,CONTAINER,168.0,27.0,137.0,31.0,10.0,17.0,15095
6941af05-b7b8-3623-a5d2-91178dc71c97,MAERSK ESSEN,219210000,9456783,OYID2,CONTAINER,367.0,49.0,143.0,224.0,33.0,16.0,141716
6947765c-67e2-31ee-8b37-ffb9c86b7839,TS MOJI,538009540,9365154,V7A4865,CONTAINER,143.0,22.0,120.0,23.0,12.0,10.0,9522
697c1f6a-facb-3f0f-a8cd-5f36b149e8aa,CMA CGM TIGRIS,256062000,9705067,9HA3801,CONTAINER,300.0,48.0,124.0,176.0,24.0,24.0,95793
697dc49d-b468-33ba-9211-71baf6633423,MSC GIANNINA II,373579000,9289051,3FIP4,CONTAINER,175.0,28.0,157.0,18.0,16.0,12.0,18334
69949eef-3f76-356d-b484-67c6ba0be5b3,INTERASIA MOMENTUM,563110800,9400825,9V5398,CONTAINER,199.0,32.0,150.0,49.0,22.0,10.0,27104
69bd54c5-f842-3498-b913-99e355d641fa,DA YU XIA,477387700,9451317.0,VRHT5,GENERAL_CARGO,166.0,27.0,150,16,10,17,20949.0
69d32c92-a299-36b3-b17c-aa90c7a6b8e8,MAERSK HOUSTON,563078300,9848950,9V3092,CONTAINER,353.0,54.0,115.0,238.0,27.0,27.0,153744
69e7d2c8-b893-33f1-8637-2aec6b284e39,TS HONGKONG,372818000,9348493,3EKS9,CONTAINER,168.0,25.0,147.0,21.0,14.0,11.0,15487
69ed9fc7-baad-3082-95e6-9a56186aa91b,SEAMAX STAMFORD,538006141,9623855,V7KD2,CONTAINER,250.0,37.0,196.0,54.0,7.0,30.0,47911
69f87146-dd9b-30b5-bff2-822c3ba54cca,TIAN CHANG HE,414310000,9300324,BOAB,CONTAINER,279.0,40.0,205.0,74.0,14.0,26.0,66380
6a194efb-4d9a-38e2-883d-282fc1d92e25,KOTA RIA,565050000,9296339,9VJK4,CONTAINER,146.0,23.0,118.0,28.0,20.0,3.0,9725
6a285cd3-35ac-3db0-9127-c268e7b83b6d,STAR EXPRESS,441432000,9545015,D7XH,CONTAINER,143.0,23.0,113.0,30.0,18.0,5.0,9520
6a2a9ee6-3e73-325f-b15f-fde6b95d17ad,EVER UNITY,357077000,9169158,3FCD9,CONTAINER,285.0,40.0,211.0,74.0,10.0,30.0,69246
6ad0d423-acfb-35fe-ac17-6e1d4d1f9e4f,CHARLOTTE MAERSK,220059000,9245744,OWLD2,CONTAINER,347.0,43.0,244.0,103.0,21.0,22.0,91560
6b17dfc0-b23d-3c6d-82bc-235a7f1e763f,ROTTERDAM BRIDGE,538005687,9224324,V7KF6,CONTAINER,260.0,32.0,192.0,68.0,20.0,12.0,39941
6b5cc5d3-fc67-367e-a665-895e27e94515,SEASPAN BRAVO,477271900,9685322,VRNJ2,CONTAINER,337.0,48.0,244.0,93.0,31.0,17.0,113042
6bbb46ff-03d1-3f8a-ab9d-2051e3966a44,SEOUL GLOW,636018529,9357535,D5QC7,CONTAINER,175.0,28.0,155.0,20.0,14.0,14.0,18123
6bc84c31-d6ca-335f-96a0-14dc791624ae,PANCON HARMONY,441271000,9884904,D7UY,CONTAINER,141.0,24.0,112.0,29.0,18.0,6.0,9946
6c5a9916-3cb1-3444-acab-706ee76ec919,EVER DIADEM,565711000,0,9V7955,CONTAINER,,,,,,,52090
6cba983e-e7aa-36a9-8977-3b21d779f80f,AEOLUS,636020878,9088524,5LBD8,CONTAINER,178.0,27.0,162,16,10,17,18166
6d260ac2-59da-3e9f-ab81-00f59574c0ec,HARBOUR HORIZON,533170729,9242613,9WUY7,CONTAINER,133.0,18.0,123,10,9,9,6277
6d38558c-911e-36f4-bcb8-c320b2b648b6,WAN HAI 523,563131800,9400198,9V7188,CONTAINER,269.0,33.0,213,56,24,9,42609
6d534af7-ac99-3e20-8a23-44191d7ec1f5,ZHONG GU BEI HAI,413223320,9842358,BODO3,CONTAINER,171.0,27.0,132,39,7,20,18490
6d59317a-0704-3202-9444-b9aef1bd6a2c,SHUN YUN ZHI XING,413841512,0.0,B,GENERAL_CARGO,79.0,16.0,9.0,70.0,8.0,8.0,
6d7a92da-c751-3f8e-a30a-6b62cd443044,EASLINE DALIAN,371002000,9167473,HPXQ,CONTAINER,193.0,28.0,151,42,21,7,18502
6dbc5a3a-77fe-3d96-b0a1-ac31419b9a4c,EVER OWN,352980861,9913860,3E3577,CONTAINER,195.0,32.0,150,45,4,28,27025
6e2ba2c5-fa85-3b16-af51-a2b5fb136fed,MAERSK ENSENADA,371274000,9502958,H9UW,CONTAINER,366.0,48.0,130,236,29,19,141754
6e5db620-0ad0-3620-99d6-d05e5475ac53,MAERSK EVORA,219155000,9458080,OXVS2,CONTAINER,366.0,48.0,142,224,34,14,141716
6e7c0c58-3b4a-38d6-b452-ffcc1cf575da,EVER LYRIC,416498000,9629108,BKKH,CONTAINER,335.0,46.0,230,105,34,12,99946
6f023401-a3a2-3b3b-af08-23df83f4b012,CUL LAEMCHABANG,477846400,9941817,VRUW7,CONTAINER,172.0,28.0,132,40,8,20,18710
6f1569dd-1bef-39d0-8a2b-251e83720bc2,NICOLAI MAERSK,477642900,9192454,VRTT8,CONTAINER,198.0,30.0,150,48,15,15,27733
6f1e0522-89df-3c78-b641-662563aa589f,OSAKA,255805764,9670834,CQCN,CONTAINER,228.0,37.0,183,45,11,26,42690
6fd778b8-a533-3305-804d-14a4866bf435,DANUM 175,533170679,9248930,9WUS7,CONTAINER,154.0,25.0,140,14,13,12,14308
6febee51-807d-3d47-9aeb-c4cb8c8a49ca,XIN NAN SHA,413147000,9310056,BPBT,CONTAINER,263.0,32.0,195,68,16,16,41482
7021f725-de58-334f-a0d8-f2b5debf8fac,KMTC QINGDAO,441702000,9235593,DSQT9,CONTAINER,222.0,30.0,177.0,45.0,15.0,15.0,27799
7043c13c-3ee4-3487-994f-fd8063f0e4e7,EVER LEGEND,566949000,9604093,9V9724,CONTAINER,335.0,46.0,232.0,103.0,15.0,31.0,98882
705a58c0-0f3a-35ad-b40f-6b1916c67900,HMM PROMISE,440112000,9742168,D7EV,CONTAINER,330.0,48.0,112.0,218.0,19.0,29.0,114023.0
7060bc39-51de-3dd5-a994-165411e8c511,SASCO ANGARA,273390170,9242986,UBUO6,CONTAINER,132.0,19.0,117.0,15.0,11.0,8.0,6420
70680d77-10a6-3733-9507-aabea7e6081f,WAN HAI 352,563170600,9553995,9V7380,CONTAINER,204.0,35.0,142.0,62.0,20.0,15.0,30519
707cc554-c636-3170-87de-58a0763f84fd,RENJIANQUANZHOU,413697720,0.0,BVIL5,GENERAL_CARGO,180.0,28.0,156,24,21,7,19296.0
70860ebf-1eab-3816-8250-fc0aa5780e1b,HEUNG-A SARAH,353059000,9698379,3ELR4,CONTAINER,141.0,23.0,118.0,23.0,14.0,9.0,9551
70a962b6-f3e6-319d-9ed3-15562d2cb06d,MV MITRA BHUM,565616000,9365673,S6BK8,CONTAINER,148.0,23.0,138.0,10.0,11.0,12.0,9917
70bdd6cb-e760-3fae-a8b1-01224a85df90,CMACGM GEORG FORSTER,215221000,9702144,9HA5019,CONTAINER,398.0,54.0,145.0,253.0,27.0,27.0,175688
70e52684-ab5e-316f-afc6-f148c42fd1b4,MERATUS MEDAN 1,525025054,9146651,PNEM,CONTAINER,162.0,25.0,132.0,30.0,9.0,16.0,13281
710479db-cd0d-3913-a31a-7302bae90352,SITC MACAO,477849500,9712785,VROF9,CONTAINER,172.0,28.0,131.0,41.0,18.0,10.0,17119
7114223c-0ec0-39f7-9d64-c1b121f0ed23,MSC ANTONIA,636018660,9398216,D5QT7,CONTAINER,304.0,40.0,226.0,78.0,15.0,25.0,75582
71174b49-0055-3789-95d9-7491e7064d16,FORTUNE TRADER,441733000,9084035,DSQW5,CONTAINER,182.0,28.0,137.0,45.0,10.0,18.0,16708
714aa1d5-da7a-34b1-b98d-bfa48ed5c413,ZHONGYIJIXIANG,413834875,0.0,0,GENERAL_CARGO,67.0,13.0,4.0,63.0,10.0,3.0,
714cd8b7-37b8-3045-9c68-22eb0211490b,SEASPAN DUBAI,477097400,9301782,VRBN8,CONTAINER,259.0,32.0,192.0,67.0,16.0,16.0,39941
719ea6df-410b-3165-aedb-aff064de18b3,MSC EMMA,636018571,9463047,D5QH6,CONTAINER,366.0,48.0,150.0,216.0,29.0,19.0,141649
72258c5c-655b-35a1-897c-e83b93542b5d,EVER USEFUL,357874000,9168879,3FCC9,CONTAINER,285.0,40.0,210.0,75.0,10.0,30.0,69246
722a939d-0f20-3b61-b198-4ffcb6772ba9,XIN HUI ZHOU,414760000,9523108,BPKM,CONTAINER,255.0,37.0,200.0,55.0,16.0,21.0,47917
7299c98d-c23a-3aaa-8812-62795b413425,RUN SHENG,355674000,9179464,H9YK,CONTAINER,137.0,22.0,124.0,13.0,12.0,10.0,9030
72a0c91a-c4e5-3b81-b26c-a0bbdee1aa93,JJ NAGOYA,477800200,9113161,VRAL7,CONTAINER,135.0,21.0,14.0,121.0,16.0,5.0,7998
72b6928a-4d56-33d1-bf95-fd3775447c49,HYUNDAI BANGKOK,441343000,9323510,D7HB,CONTAINER,303.0,40.0,225.0,78.0,15.0,25.0,75308
72d2b88b-556d-33a2-8eab-6e43ac8fb046,MARGARETRIVERBRIDGE,371714000,9550383,3EYL7,CONTAINER,172.0,28.0,132.0,40.0,18.0,10.0,17211
733b61b0-8bc3-3727-a263-77e0b5c897ff,CMA CGM NABUCCO,209920000,9299630,5BLX5,CONTAINER,334.0,43.0,242.0,92.0,14.0,29.0,91410
7340a5e3-d07c-3548-a592-e18c1752dc25,HEUNG-A HAIPHONG,538005896,9693939,V7HY3,CONTAINER,141.0,25.0,113.0,28.0,18.0,7.0,9998
73794fdf-8ec4-3b05-a7ea-ee036643463d,MSC CORDELIA III,636021150,9253014,A8TL8,CONTAINER,222.0,30.0,176.0,46.0,11.0,19.0,28596
739a7de2-d464-3eb1-993f-522c55717271,JOHANNES MAERSK,219982000,9215189,OWFD2,CONTAINER,216.0,32.0,178.0,38.0,20.0,12.0,30166
73b8062b-7915-348c-92af-a735934022f8,MING YUE,412202870,8882911.0,BATD,GENERAL_CARGO,81.0,16.0,58.0,23.0,8.0,8.0,2453.0
7489e60a-7a4c-35fc-b57a-9c07f76fa1d2,SUNNY CLOVER,374431000,9748394,H3SY,CONTAINER,137.0,25.0,120.0,17.0,7.0,18.0,9865
74c8c64a-ab15-34a4-922d-3d9c6d5575ff,EVER CHARM,355341000,9869992,3EFF5,CONTAINER,172.0,27.0,130.0,42.0,22.0,5.0,17933
74d57500-55ae-3830-ab81-3466b4034015,VANIA,511100839,9014119,T8A4050,CONTAINER,139.0,22.0,117.0,22.0,16.0,6.0,8570
74dc879d-5641-3a73-9cf5-d5516827b8ed,SHANGHAI VOYAGER,352001086,9536973,3E2450,CONTAINER,199.0,32.0,150.0,49.0,11.0,21.0,27061
75020a7a-3bde-3b1e-a14c-ad117749fd27,MAERSK TAIKUNG,477178200,9334662,VROX2,CONTAINER,332.0,43.0,257.0,75.0,30.0,13.0,94193
75084395-f30f-3a0f-976a-587877d61c7c,KOTA RUKUN,564599000,9167459,S6TJ,CONTAINER,144.0,22.0,72.0,72.0,11.0,11.0,9422
7517912f-e736-3a36-ad4b-7e69453cd5ac,HUI FA,352978152,9714939,3E2388,CONTAINER,180.0,32.0,149.0,31.0,22.0,10.0,28364
7530ebcb-d2cb-3e2c-9ab5-d0ed295b5c67,EVER BEAMY,416034000,9787003,BKLK,CONTAINER,212.0,33.0,167.0,45.0,24.0,9.0,33266
754ec266-ba45-3eec-82ea-7d172e52ca4b,FEI YUN HE,413333930,9223760,BOTU,CONTAINER,179.0,27.0,136.0,43.0,6.0,21.0,20569
75c30369-3fd4-3fd5-a781-3e78dbbb1c5a,HMM COPENHAGEN,356712000,9863302,3EIO3,CONTAINER,400.0,61.0,132.0,268.0,20.0,41.0,228283.0
75fdd1d3-d730-3fa7-9aad-b68c6af55ba1,MAERSK LANCO,477182700,9527049,VRLI7,CONTAINER,300.0,45.0,227.0,73.0,27.0,18.0,90107
766409b5-5494-3796-ab05-2526776d8dbd,SAWASDEE VEGA,538010219,9943786,V7A5766,CONTAINER,170.0,22.0,140.0,30.0,10.0,12.0,18072
76796a58-80fa-3707-aac2-83d3ce511e56,NZ SHENZHEN,352002143,9905497,3E3818,GENERAL_CARGO,139.0,21.0,109,30,7,14,
76970e9d-77bf-37fb-a8eb-b078eca40e99,MSC ORION,255806339,9857157,CQEB8,CONTAINER,366.0,51.0,112,254,35,16,149525
76af3cfd-a3bb-32ef-81c4-9e220572f908,MANET,636019770,9224958,D5WB7,CONTAINER,195.0,30.0,151,44,15,15,26050
76e425c9-be4d-3a7d-a68b-e775490b292d,CMA CGM GEORGIA,215240000,9351127,9HA5027,CONTAINER,294.0,32.0,220,74,24,8,54309
76f31e7d-3d17-385d-a459-21b8817148e8,VIVALDI,636019606,9429326,D5VG9,CONTAINER,209.0,30.0,199,10,24,6,26435
773f40b3-8a01-3296-9aff-30058fb79c31,EVER CONCERT,352980873,9913834,3E3588,CONTAINER,171.0,28.0,132,39,9,19,18658
774d648f-1887-3f01-9601-8c6d1a8ba282,SITC YUNCHENG,477745800,9926104,VRUL4,CONTAINER,189.0,32.0,146,43,20,12,26771
7752d990-0350-31c7-a412-54d27ada537a,SM TIANJIN,440111000,9464704,D7DG,CONTAINER,260.0,32.0,192,68,20,12,42110
7764dd9a-43fc-39d5-89ef-cefd1cae0110,COSCO COLOMBO,477311600,9484285,VRKN9,CONTAINER,261.0,33.0,192,69,10,23,40447
77879cf3-ac52-3101-a1b1-ea8299c630c4,SITC BUSAN,477250600,9610559,VRLQ7,CONTAINER,144.0,22.0,116,28,17,5,9977
77b66e19-07bd-322f-b6ab-8c1a17106f46,NORTHERN VALENCE,255805574,9304693,CQIY,CONTAINER,222.0,30.0,205,17,5,25,27437
77d5b728-6b90-3d85-adb5-b8a893312393,M.V KITI BHUM,564169000,9143453,S6LW,CONTAINER,135.0,22.0,119,16,12,10,8443
77ff9313-e234-3986-a0de-af4d6075a246,KMTC HAIPHONG,538007503,9793806,V7KD4,CONTAINER,172.0,28.0,130,42,8,20,18370
780ccbcd-5a3f-3db9-bd48-84c92c34a16a,XIANGTONGJIANGHAI,413772929,0.0,0,GENERAL_CARGO,93.0,16.0,23.0,70.0,8.0,8.0,
784d4259-9757-3ba7-8f57-ea5cdfbb90b3,EVER UNITED,563400000,9116589,9V7957,CONTAINER,285.0,40.0,210,75,28,12,69218
79233599-f5d0-3c1d-bb8c-9b9d91e8a8ca,MSC JEWEL,636019207,9842073,D5TL4,CONTAINER,366.0,48.0,113,253,14,34,140976
793a8b8d-d6dd-3d6e-bd94-40c8cdfdefea,INTERASIA ENHANCE,563169900,9771652,9V8378,CONTAINER,186.0,35.0,167,19,26,9,31370
79410f2c-1216-3401-b6d8-1cc21359cfdc,LIANG XIANG 88,413255680,0.0,BOMB5,GENERAL_CARGO,182.0,30.0,161.0,21.0,23.0,7.0,
79529942-e8e0-348e-bcf0-36eda2c30615,EMMANUEL P,538010029,9290127,V7A5488,CONTAINER,260.0,32.0,192,68,18,14,39941
79801466-edbb-3210-9372-bafefa2c211e,KMTC SHANGHAI,441902000,9274202,DSRL4,CONTAINER,187.0,28.0,146,41,11,17,20815
799e3eab-4d15-3b02-9ab4-930fa75fe107,EVER OATH,352001068,9913858,3E2105,CONTAINER,195.0,33.0,149,46,12,21,27025
7a29656b-26f8-3c8d-a1c2-75095bf4a0d3,CMA CGM MOLIERE,249917000,9401099,9HA2072,CONTAINER,300.0,40.0,225,75,16,24,72884
7a72e2aa-6efd-3980-b39a-1b11d8346db2,JINYUNHE,353241000,9228746,H3GB,CONTAINER,183.0,28.0,144,39,14,14,16737
7a781ba5-1c5b-3abe-9d26-39d8f949ff84,BOHAI STAR,353910000,9224362,H3XY,CONTAINER,128.0,20.0,99,29,12,8,7409
7a7b87b3-6a3b-39e4-bca1-ee82b9f71161,X-PRESS KARAKORAM,563842000,9348924,9V2444,CONTAINER,222.0,30.0,207,15,15,15,28007
7a9393a1-4b0f-3953-9769-d0698f67316a,KMTC ULSAN,441788000,9131864,DSRD9,CONTAINER,167.0,27.0,131,36,10,17,16717
7ad6cc78-cc31-3c73-a161-bd396e5ce98f,AREOPOLIS,636016483,9222467,ELYA7,CONTAINER,207.0,30.0,185,22,16,14,25630
7b061693-f897-3e61-ab23-c07d2789fdb7,HE YANG,413453290,9179476,BKTC6,CONTAINER,136.0,22.0,123,13,11,11,9030
7b2bd9d6-a2fd-3444-9bc6-9500fd04158c,EVER ELITE,235554000,9241281,VSJG7,CONTAINER,299.0,42.0,211,88,19,23,76067
7b52718d-2673-3185-bd7e-0ae869db6cbb,RUN LONG,370206000,9172612,H9ND,CONTAINER,128.0,20.0,100,28,17,3,7401
7b5fe594-144d-3e20-933c-fc0b945c6eda,HONG AN TAI 988,413488270,0.0,4134882,GENERAL_CARGO,80.0,18.0,5.0,75.0,9.0,9.0,
7b8a655d-7787-3b12-bcac-3de9f207e23e,C HAMBURG,636020327,9450375,D5WM7,CONTAINER,334.0,43.0,244,90,27,16,91203
7be68153-d1f7-35cd-97d5-5c7e9c636c95,HYUNDAI INTEGRAL,441736000,9347592,D7HI,CONTAINER,295.0,32.0,220.0,75.0,26.0,6.0,52581.0
7c3e1c14-fede-3107-9524-cd16a889ffc1,PEGASUS UNIX,441030000,9365166,DSPI3,CONTAINER,143.0,23.0,113,30,18,5,9522
7cb26e61-9cf2-365e-b5ac-412a26cdd270,MAERSK NORESUND,352254000,9894686,3FCY9,CONTAINER,172.0,33.0,126,46,9,24,24900
7cd23301-8ab0-3404-879d-77d18cb7c100,JIN XIU HE,413702260,0.0,BPEU9,GENERAL_CARGO,181.0,26.0,153.0,28.0,19.0,7.0,18597.0
7d66f7fc-62f1-3cc6-b3c6-ae760ac99f99,KMTC COLOMBO,441293000,9347437,D7VN,CONTAINER,304.0,40.0,228,76,23,17,74962
